ENSMUSG00000046323,0,0,3.67E-127,0
ENSMUSG00000080241,3.75E-179,1.44E-246,4.92E-96,1.44E-246
ENSMUSG00000085202,1.16E-165,9.23E-270,5.02E-57,9.23E-270
ENSMUSG00000026596,1.30E-126,1.53E-26,2.42E-13,1.3E-126
ENSMUSG00000020257,8.91E-27,3.61E-08,0.686000978,8.91E-27
ENSMUSG00000030878,1.24E-26,4.15E-12,0.062968692,1.24E-26
ENSMUSG00000000544,7.43E-26,0.00000607,0.065399143,7.43E-26
ENSMUSG00000029086,4.14E-24,0.001236407,0.276426318,4.14E-24
ENSMUSG00000032261,5.95E-24,8.49E-13,0.000025,5.95E-24
ENSMUSG00000026640,1.57E-23,9.53E-09,0.0000229,1.57E-23
ENSMUSG00000000730,8.06E-22,9.15E-08,0.005695772,8.06E-22
ENSMUSG00000026715,1.02E-21,5.36E-21,9E-12,1.02E-21
ENSMUSG00000024400,1.31E-21,0.000000208,0.013040176,1.31E-21
ENSMUSG00000028032,4.27E-19,0.0000003,0.990106666,4.27E-19
ENSMUSG00000029330,3.26E-18,0.00000765,0.306596821,3.26E-18
ENSMUSG00000021536,1.29E-17,4.9E-23,0.627038317,4.9E-23
ENSMUSG00000045036,3.06E-17,2.3E-11,0.027551282,3.06E-17
ENSMUSG00000025921,3.46E-17,0.009304817,0.012568652,3.46E-17
ENSMUSG00000034101,9.07E-17,0.003649768,0.232446748,9.07E-17
ENSMUSG00000098197,1.37E-16,0.014084889,0.794940933,1.37E-16
ENSMUSG00000028163,2.54E-16,0.000000765,0.101132147,2.54E-16
ENSMUSG00000100553,2.54E-16,0.00000225,0.0000226,2.54E-16
ENSMUSG00000025666,1.68E-15,5.33E-12,0.074370915,1.68E-15
ENSMUSG00000015721,2.32E-15,3.36E-12,6.95E-12,2.32E-15
ENSMUSG00000024743,2.67E-15,4E-10,0.062464233,2.67E-15
ENSMUSG00000025949,3.09E-15,1.64E-14,0.000101606,3.09E-15
ENSMUSG00000020231,3.69E-15,1.05E-10,0.935065982,3.69E-15
ENSMUSG00000031604,5.81E-15,0.000036,0.004305607,5.81E-15
ENSMUSG00000038375,6.07E-15,0.000000366,0.000125778,6.07E-15
ENSMUSG00000079215,6.83E-15,0.00000146,0.072303674,6.83E-15
ENSMUSG00000026721,9.06E-15,0.004309318,0.313978577,9.06E-15
ENSMUSG00000003226,1.08E-14,0.250040094,0.125610483,1.08E-14
ENSMUSG00000003032,2.71E-14,9.73E-11,0.0000634,2.71E-14
ENSMUSG00000021395,1.44E-13,1.53E-09,0.710005005,1.44E-13
ENSMUSG00000028121,1.49E-13,0.02060867,0.0000584,1.49E-13
ENSMUSG00000045291,2.31E-13,0.0000417,0.760545987,2.31E-13
ENSMUSG00000019932,3.00E-13,5.54E-17,5.57E-12,5.54E-17
ENSMUSG00000032058,3.92E-13,0.0000455,0.803856368,3.92E-13
ENSMUSG00000024206,5.78E-13,0.00000901,0.005096778,5.78E-13
ENSMUSG00000035189,9.50E-13,0.0000212,0.178986541,9.5E-13
ENSMUSG00000041596,1.11E-12,0.005805001,0.000206247,1.11E-12
ENSMUSG00000037072,1.20E-12,0.000101166,0.000000451,1.2E-12
ENSMUSG00000091002,1.27E-12,3.03E-17,0.000000255,3.03E-17
ENSMUSG00000024180,1.54E-12,0.560930945,0.626305062,1.54E-12
ENSMUSG00000035285,1.60E-12,2.61E-08,0.000689139,1.6E-12
ENSMUSG00000019132,2.69E-12,0.019577885,0.123326614,2.69E-12
ENSMUSG00000028222,3.03E-12,0.00000149,7.64E-24,7.64E-24
ENSMUSG00000021814,4.00E-12,0.00000165,0.805285779,4E-12
ENSMUSG00000033499,4.00E-12,1.4E-09,0.000041,4E-12
ENSMUSG00000047976,4.00E-12,0.001956914,0.000214669,4E-12
ENSMUSG00000025366,5.01E-12,0.099171553,0.107859135,5.01E-12
ENSMUSG00000070617,5.34E-12,1.55E-13,0.313544058,1.55E-13
ENSMUSG00000039693,6.01E-12,0.0000304,0.967264808,6.01E-12
ENSMUSG00000029467,6.24E-12,0.000000178,0.287356852,6.24E-12
ENSMUSG00000022678,8.08E-12,2.64E-08,0.000112333,8.08E-12
ENSMUSG00000031022,8.32E-12,0.0000014,0.008430094,8.32E-12
ENSMUSG00000024816,2.06E-11,0.001019268,0.467994579,2.06E-11
ENSMUSG00000047719,2.38E-11,0.040972466,0.032213903,2.38E-11
ENSMUSG00000030259,2.79E-11,0.0000015,0.097504501,2.79E-11
ENSMUSG00000040151,4.32E-11,0.0057395,0.458378688,4.32E-11
ENSMUSG00000028017,4.60E-11,0.070301803,0.511053195,4.6E-11
ENSMUSG00000015090,4.73E-11,0.0000013,0.542575261,4.73E-11
ENSMUSG00000043909,4.73E-11,0.086679866,0.937051489,4.73E-11
ENSMUSG00000022360,7.12E-11,0.00000331,0.131430563,7.12E-11
ENSMUSG00000005204,8.74E-11,0.000661625,0.151641784,8.74E-11
ENSMUSG00000010095,8.74E-11,4.08E-09,0.104033835,8.74E-11
ENSMUSG00000033022,8.97E-11,0.003387964,0.00000135,8.97E-11
ENSMUSG00000078515,9.10E-11,0.001694542,0.626206043,9.1E-11
ENSMUSG00000070737,9.20E-11,0.001206024,0.000220869,9.2E-11
ENSMUSG00000026577,1.01E-10,7.03E-10,0.044413873,1.01E-10
ENSMUSG00000031980,1.09E-10,0.000000802,0.034177355,1.09E-10
ENSMUSG00000060657,1.25E-10,0.002090719,0.744784172,1.25E-10
ENSMUSG00000026319,2.23E-10,0.052501569,0.92403089,2.23E-10
ENSMUSG00000073664,2.50E-10,0.274533491,0.231259466,2.5E-10
ENSMUSG00000004099,2.50E-10,0.0000292,0.29760547,2.5E-10
ENSMUSG00000034432,2.65E-10,0.000936085,0.332517724,2.65E-10
ENSMUSG00000069678,2.67E-10,6.75E-08,0.0000947,2.67E-10
ENSMUSG00000040043,2.97E-10,0.000301146,0.0000229,2.97E-10
ENSMUSG00000026764,3.06E-10,0.000242512,0.228522977,3.06E-10
ENSMUSG00000047963,3.39E-10,7.58E-10,0.005266061,3.39E-10
ENSMUSG00000044813,3.41E-10,0.013442344,0.068753596,3.41E-10
ENSMUSG00000030970,3.52E-10,0.0000025,0.952764028,3.52E-10
ENSMUSG00000032402,3.55E-10,0.0000183,0.793204662,3.55E-10
ENSMUSG00000034509,3.75E-10,0.0000229,0.052030934,3.75E-10
ENSMUSG00000081752,3.85E-10,0.050661061,0.914116439,3.85E-10
ENSMUSG00000028890,3.87E-10,0.358614053,0.652632047,3.87E-10
ENSMUSG00000019998,4.08E-10,0.008367778,0.072503331,4.08E-10
ENSMUSG00000016619,4.59E-10,0.011424477,0.576432775,4.59E-10
ENSMUSG00000032849,4.70E-10,0.161804072,0.216490304,4.7E-10
ENSMUSG00000022951,4.75E-10,1.64E-14,0.007300633,1.64E-14
ENSMUSG00000031826,4.89E-10,0.000538698,0.717375892,4.89E-10
ENSMUSG00000027478,5.16E-10,1.36E-08,0.000902161,5.16E-10
ENSMUSG00000022722,5.43E-10,0.045848689,0.459740199,5.43E-10
ENSMUSG00000030019,5.43E-10,0.000000217,0.006946156,5.43E-10
ENSMUSG00000019979,5.96E-10,2.81E-13,0.007699488,2.81E-13
ENSMUSG00000050708,5.96E-10,0.000511218,0.146045131,5.96E-10
ENSMUSG00000063065,5.96E-10,0.000869035,0.252250849,5.96E-10
ENSMUSG00000061410,8.63E-10,0.003434754,0.510540306,8.63E-10
ENSMUSG00000055789,9.11E-10,0.065653984,0.294413514,9.11E-10
ENSMUSG00000022353,9.46E-10,0.000000713,0.000992906,9.46E-10
ENSMUSG00000032387,9.68E-10,0.0000418,0.154559774,9.68E-10
ENSMUSG00000002804,1.01E-09,0.006483114,0.000830258,1.01E-09
ENSMUSG00000020077,1.13E-09,0.0000661,0.049001474,1.13E-09
ENSMUSG00000032191,1.13E-09,0.000255636,0.220723359,1.13E-09
ENSMUSG00000041872,1.13E-09,1,0.692213632,1.13E-09
ENSMUSG00000028358,1.20E-09,0.001998453,0.121779562,1.2E-09
ENSMUSG00000032537,1.40E-09,0.09604108,0.940306921,1.4E-09
ENSMUSG00000055044,1.40E-09,0.0000196,0.750167701,1.4E-09
ENSMUSG00000051517,1.45E-09,0.438548578,0.801363145,1.45E-09
ENSMUSG00000051586,1.45E-09,1.76E-13,0.000150651,1.76E-13
ENSMUSG00000021728,1.75E-09,0.00000259,1.06E-09,1.06E-09
ENSMUSG00000041632,1.76E-09,0.466579681,0.569382303,1.76E-09
ENSMUSG00000024922,1.83E-09,0.203727958,0.798908424,1.83E-09
ENSMUSG00000037106,1.83E-09,0.000000273,0.000229156,1.83E-09
ENSMUSG00000024218,1.91E-09,0.059126654,0.06008133,1.91E-09
ENSMUSG00000078942,1.96E-09,0.23389798,0.049702749,1.96E-09
ENSMUSG00000031015,2.14E-09,0.0000413,0.853605521,2.14E-09
ENSMUSG00000055546,2.14E-09,0.002214945,0.076254434,2.14E-09
ENSMUSG00000056124,2.14E-09,0.030053044,0.462954352,2.14E-09
ENSMUSG00000066030,2.16E-09,0.0000534,0.000000822,2.16E-09
ENSMUSG00000035151,2.37E-09,0.0000681,0.445638484,2.37E-09
ENSMUSG00000015749,2.42E-09,3.59E-16,0.000314077,3.59E-16
ENSMUSG00000035184,2.94E-09,7.52E-23,2.9E-21,7.52E-23
ENSMUSG00000071089,3.19E-09,0.000479805,0.012904336,3.19E-09
ENSMUSG00000023403,3.33E-09,1.01E-11,0.200358235,1.01E-11
ENSMUSG00000029361,3.40E-09,0.002377144,0.006519295,3.4E-09
ENSMUSG00000031986,3.52E-09,0.125653526,0.446815181,3.52E-09
ENSMUSG00000038330,3.62E-09,0.050917933,0.585499149,3.62E-09
ENSMUSG00000054387,3.62E-09,5.22E-12,2.5E-09,5.22E-12
ENSMUSG00000056201,3.67E-09,7.93E-10,0.040939116,7.93E-10
ENSMUSG00000041852,4.33E-09,0.002463239,0.416465499,4.33E-09
ENSMUSG00000026849,5.10E-09,0.065720269,0.155413798,5.1E-09
ENSMUSG00000038116,5.12E-09,0.000328322,0.637027001,5.12E-09
ENSMUSG00000021301,5.55E-09,0.000160749,0.0000223,5.55E-09
ENSMUSG00000005262,5.57E-09,0.019828569,0.827855592,5.57E-09
ENSMUSG00000030303,6.87E-09,0.015574423,0.479946827,6.87E-09
ENSMUSG00000032254,7.89E-09,0.016439378,0.010936285,7.89E-09
ENSMUSG00000042305,9.01E-09,0.859604733,0.859440589,9.01E-09
ENSMUSG00000026675,9.34E-09,0.000242512,0.082230795,9.34E-09
ENSMUSG00000047804,9.36E-09,0.251085587,0.832374465,9.36E-09
ENSMUSG00000023010,1.01E-08,0.00000191,0.000317415,1.01E-08
ENSMUSG00000097131,1.19E-08,0.0000061,0.003407812,1.19E-08
ENSMUSG00000079584,1.24E-08,0.013526923,0.035122502,1.24E-08
ENSMUSG00000021326,1.51E-08,0.003786887,0.013440405,1.51E-08
ENSMUSG00000005672,1.58E-08,0.00000749,0.990106666,1.58E-08
ENSMUSG00000030007,1.62E-08,0.00087578,0.884542774,1.62E-08
ENSMUSG00000028140,1.62E-08,0.0000103,0.001059859,1.62E-08
ENSMUSG00000026701,1.63E-08,0.0000138,0.001606335,1.63E-08
ENSMUSG00000003070,1.64E-08,0.0000739,0.661547868,1.64E-08
ENSMUSG00000050931,1.78E-08,0.002361026,0.001608247,1.78E-08
ENSMUSG00000072915,1.83E-08,0.381852934,1,1.83E-08
ENSMUSG00000027387,1.90E-08,0.000000014,0.0000143,0.000000014
ENSMUSG00000030660,1.98E-08,0.095988208,0.078089022,1.98E-08
ENSMUSG00000037580,2.13E-08,0.000759054,0.88217392,2.13E-08
ENSMUSG00000094992,2.17E-08,0.050661061,0.808371328,2.17E-08
ENSMUSG00000030089,2.66E-08,0.003294339,0.832202909,2.66E-08
ENSMUSG00000030188,2.72E-08,0.000142519,0.670207365,2.72E-08
ENSMUSG00000086495,2.84E-08,0.079869109,0.014757081,2.84E-08
ENSMUSG00000059743,2.89E-08,0.022656859,0.491091334,2.89E-08
ENSMUSG00000020527,2.91E-08,1.34E-11,9.29E-09,1.34E-11
ENSMUSG00000039252,2.91E-08,0.006252294,0.012748274,2.91E-08
ENSMUSG00000042757,2.91E-08,0.112679564,0.254722322,2.91E-08
ENSMUSG00000052889,2.91E-08,0.0000124,0.000992906,2.91E-08
ENSMUSG00000030096,2.94E-08,0.001859205,0.007955042,2.94E-08
ENSMUSG00000039774,2.94E-08,0.131474385,0.785383247,2.94E-08
ENSMUSG00000051879,2.94E-08,8.49E-09,0.0000592,8.49E-09
ENSMUSG00000012405,3.54E-08,3.37E-08,0.139801763,3.37E-08
ENSMUSG00000019845,3.93E-08,0.040872653,0.173496905,3.93E-08
ENSMUSG00000030060,4.05E-08,0.000126585,0.894183057,4.05E-08
ENSMUSG00000029464,4.12E-08,0.024894745,0.375274351,4.12E-08
ENSMUSG00000101965,4.28E-08,0.000000271,0.000181901,4.28E-08
ENSMUSG00000004677,4.64E-08,0.03067524,0.686000978,4.64E-08
ENSMUSG00000040264,4.66E-08,0.549167911,0.019044093,4.66E-08
ENSMUSG00000000305,4.69E-08,0.02800592,0.899838419,4.69E-08
ENSMUSG00000008348,5.38E-08,0.33692605,0.553792324,5.38E-08
ENSMUSG00000025068,5.38E-08,0.0000189,0.696450948,5.38E-08
ENSMUSG00000020359,5.45E-08,0.549167911,0.002379619,5.45E-08
ENSMUSG00000022774,5.61E-08,0.00000444,0.025453763,5.61E-08
ENSMUSG00000020492,5.78E-08,0.999090195,0.867275479,5.78E-08
ENSMUSG00000031516,5.79E-08,0.403901946,0.000119299,5.79E-08
ENSMUSG00000036022,5.99E-08,0.547486727,0.000104867,5.99E-08
ENSMUSG00000060508,5.99E-08,0.001514945,0.844713295,5.99E-08
ENSMUSG00000025790,6.02E-08,0.511046823,0.739688701,6.02E-08
ENSMUSG00000032020,6.18E-08,0.000237502,0.41907466,6.18E-08
ENSMUSG00000054115,6.19E-08,1.23E-15,0.00000963,1.23E-15
ENSMUSG00000020419,6.79E-08,0.17272852,0.185614636,6.79E-08
ENSMUSG00000044768,6.99E-08,0.00046746,0.004899007,6.99E-08
ENSMUSG00000005503,7.31E-08,0.008354633,0.859958777,7.31E-08
ENSMUSG00000002332,8.63E-08,0.000283749,0.154661778,8.63E-08
ENSMUSG00000047419,8.83E-08,0.016849911,0.048283411,8.83E-08
ENSMUSG00000025216,9.86E-08,1.53E-11,0.171641183,1.53E-11
ENSMUSG00000039131,1.06E-07,0.000334626,0.092292399,0.000000106
ENSMUSG00000062203,1.06E-07,0.366415405,0.322527323,0.000000106
ENSMUSG00000029592,1.16E-07,0.128645771,0.705707397,0.000000116
ENSMUSG00000026587,1.26E-07,1.53E-12,0.063069557,1.53E-12
ENSMUSG00000020530,1.30E-07,0.00000361,0.000104195,0.00000013
ENSMUSG00000028420,1.31E-07,0.00053872,0.210911563,0.000000131
ENSMUSG00000009092,1.40E-07,0.002115277,0.297861562,0.00000014
ENSMUSG00000031983,1.42E-07,0.000000368,0.420172326,0.000000142
ENSMUSG00000059921,1.43E-07,0.069863397,0.093966039,0.000000143
ENSMUSG00000024673,1.43E-07,0.362709462,0.00304673,0.000000143
ENSMUSG00000030942,1.50E-07,0.005651231,0.861440177,0.00000015
ENSMUSG00000096054,1.57E-07,0.063486881,0.277186736,0.000000157
ENSMUSG00000025239,1.61E-07,0.000507819,0.879647524,0.000000161
ENSMUSG00000099065,1.61E-07,0.000000196,0.083893553,0.000000161
ENSMUSG00000025358,1.62E-07,0.011337101,0.000484681,0.000000162
ENSMUSG00000030102,1.62E-07,0.000000985,0.00386879,0.000000162
ENSMUSG00000085793,1.67E-07,0.305283857,0.685898829,0.000000167
ENSMUSG00000027692,1.68E-07,0.208234856,0.391609519,0.000000168
ENSMUSG00000066000,1.82E-07,0.014707788,0.002226501,0.000000182
ENSMUSG00000026289,1.83E-07,0.128339697,0.007865971,0.000000183
ENSMUSG00000027099,1.83E-07,0.865497587,0.683999434,0.000000183
ENSMUSG00000062393,1.98E-07,0.001159481,6.91E-09,6.91E-09
ENSMUSG00000026971,2.08E-07,8.98E-09,0.001521144,8.98E-09
ENSMUSG00000030313,2.23E-07,0.00000149,0.259686973,0.000000223
ENSMUSG00000053038,2.30E-07,0.000714861,0.205910096,0.00000023
ENSMUSG00000037725,2.31E-07,0.027444936,0.968472139,0.000000231
ENSMUSG00000021367,2.47E-07,0.010553165,0.146559819,0.000000247
ENSMUSG00000002076,2.52E-07,0.459903974,0.318064003,0.000000252
ENSMUSG00000020601,2.56E-07,0.02033457,0.014839289,0.000000256
ENSMUSG00000019989,2.78E-07,0.000340016,0.291028559,0.000000278
ENSMUSG00000022428,2.87E-07,0.0000003,0.074913734,0.000000287
ENSMUSG00000089659,3.02E-07,0.0000854,0.099424619,0.000000302
ENSMUSG00000025724,3.57E-07,4.38E-08,0.030728531,4.38E-08
ENSMUSG00000049932,3.57E-07,0.004705694,7.53E-10,7.53E-10
ENSMUSG00000029314,3.66E-07,0.006581487,0.421747201,0.000000366
ENSMUSG00000062995,3.66E-07,0.0000902,0.968833445,0.000000366
ENSMUSG00000021999,3.72E-07,0.060547423,0.597967384,0.000000372
ENSMUSG00000079042,3.91E-07,0.005240539,0.318930589,0.000000391
ENSMUSG00000021273,4.18E-07,0.006483114,0.489645852,0.000000418
ENSMUSG00000049764,4.21E-07,0.14330626,0.890451109,0.000000421
ENSMUSG00000043467,4.25E-07,0.0000253,0.000140465,0.000000425
ENSMUSG00000036158,4.58E-07,0.001674083,0.646184006,0.000000458
ENSMUSG00000056487,4.59E-07,0.000719819,0.385343502,0.000000459
ENSMUSG00000061130,4.63E-07,5.03E-08,0.756124221,5.03E-08
ENSMUSG00000079555,4.87E-07,0.001662381,0.142108836,0.000000487
ENSMUSG00000016946,4.98E-07,0.005181832,0.635864592,0.000000498
ENSMUSG00000001739,5.01E-07,0.014922627,0.010673841,0.000000501
ENSMUSG00000028857,5.14E-07,0.626348077,0.931721401,0.000000514
ENSMUSG00000035394,5.69E-07,1.85E-12,0.001142232,1.85E-12
ENSMUSG00000044018,6.17E-07,0.016019308,0.000938292,0.000000617
ENSMUSG00000084094,6.43E-07,0.003867193,0.728374268,0.000000643
ENSMUSG00000029499,6.43E-07,0.254879692,0.943416858,0.000000643
ENSMUSG00000026986,6.63E-07,0.008801419,0.273102361,0.000000663
ENSMUSG00000048109,6.67E-07,0.00000322,0.472112381,0.000000667
ENSMUSG00000024998,6.87E-07,0.037355005,0.708773663,0.000000687
ENSMUSG00000041722,7.21E-07,0.872427052,0.002036413,0.000000721
ENSMUSG00000050240,7.39E-07,0.027199067,0.362856047,0.000000739
ENSMUSG00000024947,7.69E-07,0.016510361,0.849036149,0.000000769
ENSMUSG00000029036,7.69E-07,0.001472699,0.849459955,0.000000769
ENSMUSG00000021222,8.02E-07,0.567111516,0.848261295,0.000000802
ENSMUSG00000025092,8.35E-07,0.004604388,0.561085973,0.000000835
ENSMUSG00000027048,8.67E-07,0.007672855,0.152482467,0.000000867
ENSMUSG00000079450,8.67E-07,0.000000496,0.16861641,0.000000496
ENSMUSG00000002265,9.62E-07,0.646979122,0.668343849,0.000000962
ENSMUSG00000017667,9.91E-07,0.170553738,0.287087794,0.000000991
ENSMUSG00000026580,9.92E-07,0.152126793,0.0000873,0.000000992
ENSMUSG00000058019,9.92E-07,0.000000281,1,0.000000281
ENSMUSG00000021108,9.99E-07,0.051089484,0.003748789,0.000000999
ENSMUSG00000020687,1.02E-06,0.1107154,0.576660026,0.00000102
ENSMUSG00000025702,1.02E-06,0.00000262,0.022943422,0.00000102
ENSMUSG00000031848,1.09E-06,0.230270217,0.895476762,0.00000109
ENSMUSG00000039058,1.09E-06,0.0000447,0.000212658,0.00000109
ENSMUSG00000034552,1.10E-06,0.000762646,0.490382558,0.0000011
ENSMUSG00000033773,1.11E-06,0.54357269,0.139801763,0.00000111
ENSMUSG00000036168,1.13E-06,0.06664887,0.01034301,0.00000113
ENSMUSG00000002307,1.17E-06,0.637704486,0.575829814,0.00000117
ENSMUSG00000031242,1.17E-06,0.007833984,0.107986318,0.00000117
ENSMUSG00000025907,1.22E-06,0.291201719,0.911768402,0.00000122
ENSMUSG00000064128,1.27E-06,0.176179408,0.764470193,0.00000127
ENSMUSG00000026755,1.28E-06,0.000000985,0.682814284,0.000000985
ENSMUSG00000028552,1.30E-06,0.00458272,0.01625137,0.0000013
ENSMUSG00000029787,1.33E-06,0.0000483,0.133438109,0.00000133
ENSMUSG00000061024,1.36E-06,0.019884183,0.863203533,0.00000136
ENSMUSG00000072694,1.41E-06,0.023126587,0.575829814,0.00000141
ENSMUSG00000021500,1.45E-06,0.00072751,0.95447252,0.00000145
ENSMUSG00000056752,1.49E-06,1.91E-08,5.83E-08,1.91E-08
ENSMUSG00000060445,1.54E-06,0.007430182,0.22794297,0.00000154
ENSMUSG00000005686,1.55E-06,0.0000119,0.847079152,0.00000155
ENSMUSG00000019373,1.55E-06,0.000222519,0.63884933,0.00000155
ENSMUSG00000047141,1.55E-06,0.797469975,0.327252833,0.00000155
ENSMUSG00000066141,1.55E-06,5.47E-14,0.654180916,5.47E-14
ENSMUSG00000070960,1.55E-06,0.0100596,0.999166137,0.00000155
ENSMUSG00000029920,1.57E-06,0.879062549,0.694522712,0.00000157
ENSMUSG00000029518,1.58E-06,0.0000517,0.082601436,0.00000158
ENSMUSG00000041272,1.58E-06,0.00415211,0.137023418,0.00000158
ENSMUSG00000051695,1.59E-06,0.000000244,0.070029203,0.000000244
ENSMUSG00000040649,1.59E-06,0.0004286,1.28E-09,1.28E-09
ENSMUSG00000039891,1.60E-06,0.961244166,1,0.0000016
ENSMUSG00000019312,1.83E-06,0.027338017,0.518899784,0.00000183
ENSMUSG00000037536,1.84E-06,0.592487306,0.896020249,0.00000184
ENSMUSG00000099597,1.84E-06,0.34953148,0.109773748,0.00000184
ENSMUSG00000044378,1.84E-06,0.029755108,0.007190221,0.00000184
ENSMUSG00000004071,1.85E-06,0.00031632,0.008513732,0.00000185
ENSMUSG00000026360,1.85E-06,0.0000968,0.485951064,0.00000185
ENSMUSG00000028676,1.85E-06,0.088053839,0.023518008,0.00000185
ENSMUSG00000029145,1.88E-06,0.613080381,0.97310313,0.00000188
ENSMUSG00000019066,1.92E-06,0.000447831,0.465925484,0.00000192
ENSMUSG00000031751,1.92E-06,0.089971074,0.252874403,0.00000192
ENSMUSG00000052566,1.92E-06,0.000646932,0.792552015,0.00000192
ENSMUSG00000020230,1.94E-06,0.004394964,0.32607053,0.00000194
ENSMUSG00000057069,1.96E-06,0.200412295,0.988460377,0.00000196
ENSMUSG00000014959,2.04E-06,0.129079572,0.87050923,0.00000204
ENSMUSG00000032915,2.06E-06,0.3970497,0.013614214,0.00000206
ENSMUSG00000049225,2.10E-06,0.000109825,0.717027483,0.0000021
ENSMUSG00000044250,2.13E-06,0.019203231,0.555181331,0.00000213
ENSMUSG00000083403,2.14E-06,1.34E-08,0.940864162,1.34E-08
ENSMUSG00000004642,2.25E-06,0.025232953,0.179459938,0.00000225
ENSMUSG00000036306,2.27E-06,0.001144967,0.827816553,0.00000227
ENSMUSG00000019804,2.39E-06,0.83707753,0.229547194,0.00000239
ENSMUSG00000041697,2.40E-06,0.263564887,0.894183057,0.0000024
ENSMUSG00000097915,2.42E-06,0.17025933,0.032041516,0.00000242
ENSMUSG00000041708,2.43E-06,0.00000668,0.369384475,0.00000243
ENSMUSG00000043572,2.47E-06,0.28214675,0.802464329,0.00000247
ENSMUSG00000021807,2.50E-06,3.59E-16,0.001600443,3.59E-16
ENSMUSG00000103653,2.77E-06,0.030012238,0.021435019,0.00000277
ENSMUSG00000058587,2.86E-06,0.001240489,0.636255106,0.00000286
ENSMUSG00000022498,2.94E-06,0.429159436,0.599281528,0.00000294
ENSMUSG00000043067,3.10E-06,0.011529396,0.225797478,0.0000031
ENSMUSG00000103158,3.12E-06,1.18E-08,0.150438918,1.18E-08
ENSMUSG00000026162,3.13E-06,0.007032024,0.034185898,0.00000313
ENSMUSG00000007476,3.17E-06,0.001280913,0.689465057,0.00000317
ENSMUSG00000023892,3.17E-06,0.004371407,0.003101968,0.00000317
ENSMUSG00000020840,3.35E-06,0.105475102,0.006452349,0.00000335
ENSMUSG00000001089,3.35E-06,0.010116076,0.325087333,0.00000335
ENSMUSG00000037979,3.35E-06,0.031539448,0.373305219,0.00000335
ENSMUSG00000053644,3.35E-06,0.028990292,0.001127661,0.00000335
ENSMUSG00000074221,3.35E-06,0.00616732,0.531736499,0.00000335
ENSMUSG00000044786,3.37E-06,0.251143247,0.964350505,0.00000337
ENSMUSG00000086727,3.52E-06,0.000563896,0.089809668,0.00000352
ENSMUSG00000027331,3.53E-06,0.024555679,0.917051502,0.00000353
ENSMUSG00000024645,3.54E-06,0.005912651,0.000000995,0.000000995
ENSMUSG00000009630,3.84E-06,0.173568312,0.145551272,0.00000384
ENSMUSG00000052751,3.84E-06,0.000510896,0.460019722,0.00000384
ENSMUSG00000058267,4.00E-06,0.02998675,0.0000102,0.000004
ENSMUSG00000060863,4.02E-06,0.023405103,0.701977648,0.00000402
ENSMUSG00000015766,4.28E-06,0.001043172,0.00000797,0.00000428
ENSMUSG00000027739,4.29E-06,0.000544998,0.390847116,0.00000429
ENSMUSG00000031629,4.44E-06,0.028624394,0.707169862,0.00000444
ENSMUSG00000078925,4.46E-06,0.000799772,0.578055698,0.00000446
